,汽车品牌,二手车价格,新车购入价格,行驶里程,使用时间,车牌所在地,外迁标准1,外迁标准2,变速箱,过户次数,上架时间,超值,急售,0过户,准新车,综合车况,外观检测
18212,宝马,23.9,54.23,11.12,74,商丘,0,1,1,1,60,1,0,0,0,3,2
18213,凯迪拉克,23.0,31.99,0.52,36,南阳,0,0,1,0,60,1,1,1,1,3,0
18214,林肯,24.8,28.2,0.46,60,合肥,0,0,1,0,30,0,1,1,1,3,0
18215,别克,24.8,40.15,8.89,66,郑州,0,0,1,1,120,1,0,0,0,3,0
18216,奔驰,25.0,83.36,16.25,87,广州,0,0,1,0,60,0,0,1,0,1,7
18217,奔驰,24.5,38.4,3.57,47,北京,0,0,1,0,60,1,0,1,0,3,0
18218,宝马,23.0,37.64,2.63,53,郑州,0,0,1,0,120,0,0,1,0,3,2
18219,奔驰,23.8,74.46,4.89,85,成都,0,1,1,0,60,1,0,1,0,3,2
18220,宝马,23.7,50.65,5.0,87,无锡,0,0,1,1,60,0,0,0,0,3,1
18221,沃尔沃,25.0,42.54,4.9,41,郑州,0,0,1,0,120,1,0,1,0,3,0
18222,别克,23.9,31.47,2.32,35,深圳,0,0,1,0,60,0,0,1,0,3,5
18223,沃尔沃,25.0,41.24,4.05,23,昆明,0,0,1,0,60,0,0,1,0,3,4
18224,宝马,25.0,47.28,6.35,61,邯郸,0,0,1,0,60,1,0,1,0,2,2
18225,英菲尼迪,23.58,42.53,4.76,25,长沙,0,0,1,0,60,0,0,1,0,3,0
18226,丰田,24.0,32.33,6.67,59,昆明,0,0,1,0,60,0,0,1,0,3,0
18227,别克,23.5,28.1,3.4,18,长春,0,0,1,0,60,1,0,1,0,3,0
18228,英菲尼迪,23.0,84.45,10.04,77,东莞,0,0,1,1,60,1,0,0,0,3,0
18229,捷豹,23.0,151.75,13.11,95,济南,0,1,1,2,60,1,0,0,0,1,8
18230,红旗,24.5,35.8,4.63,14,北京,0,0,1,2,60,1,1,0,0,3,4
18231,奔驰,24.9,36.58,6.06,41,连云港,0,0,1,0,60,1,1,1,0,3,0
18232,宝马,23.8,97.8,10.47,103,运城,0,0,1,1,60,1,0,0,0,3,1
18233,奥迪,25.0,39.84,2.25,45,南阳,0,0,1,0,60,1,1,1,0,3,2
18234,宝马,25.0,54.23,11.67,77,南宁,0,0,1,2,60,1,1,0,0,1,9
18235,奔驰,24.88,32.93,3.51,32,成都,0,0,1,0,60,1,0,1,0,3,0
18236,宝马,25.0,54.23,7.87,72,郑州,0,1,1,2,60,1,0,0,0,2,4
18237,奥迪,24.8,57.58,9.99,61,郑州,0,0,1,1,60,0,0,0,0,3,2
18238,奥迪,23.6,43.72,7.7,39,宁波,0,0,1,1,60,1,1,0,0,3,0
18239,Jeep,23.0,73.37,13.92,84,成都,0,0,1,1,60,1,0,0,0,3,1
18240,宝马,23.98,54.92,6.56,69,东莞,0,0,1,2,60,1,0,0,0,3,0
18241,路虎,24.0,38.73,2.85,17,合肥,0,0,1,0,120,1,0,1,0,3,2
18242,捷豹,23.68,44.05,4.94,29,西安,0,0,1,0,60,1,1,1,0,3,2
18243,宝马,25.0,106.59,6.85,127,哈尔滨,0,1,1,1,60,1,0,0,0,3,2
18244,小鹏,23.58,29.5,1.99,120,东莞,0,0,1,0,60,1,1,1,1,3,0
18245,宝马,23.38,40.14,3.09,44,成都,0,0,1,0,60,1,0,1,0,3,0
18246,宝马,24.9,89.88,11.99,82,宁波,0,0,1,0,60,1,1,1,0,3,0
18247,奥迪,23.0,32.65,3.13,24,福州,0,0,1,0,60,1,0,1,0,3,0
18248,奔驰,23.0,38.4,4.19,54,宁波,0,0,1,0,60,1,0,1,0,3,0
18249,宝马,23.0,37.64,4.57,45,湖州,0,0,1,0,60,1,0,1,0,2,4
18250,宝马,23.0,47.28,7.96,68,宁波,0,0,1,0,60,0,0,1,0,1,7
18251,奥迪,23.5,47.63,10.22,63,南京,0,0,1,0,60,0,0,1,0,3,4
18252,丰田,23.8,27.87,1.91,13,郑州,0,0,1,0,60,1,1,1,1,3,0
18253,奔驰,23.8,100.95,15.74,106,郑州,0,0,1,4,60,0,0,0,0,1,8
18254,奥迪,23.5,36.45,3.57,36,哈尔滨,0,0,1,0,60,1,0,1,0,3,2
18255,奥迪,23.5,43.46,6.37,59,昆明,0,0,1,0,60,0,0,1,0,3,3
18256,大众,24.6,36.79,4.83,47,成都,0,0,1,0,60,1,0,1,0,3,0
18257,MINI,23.0,29.59,2.8,39,成都,0,0,1,0,60,1,0,1,0,3,0
18258,丰田,23.0,31.46,3.72,37,北京,0,0,1,0,30,1,0,1,0,3,1
18259,坦克,24.0,23.21,2.71,16,天津,0,0,1,1,30,0,0,0,0,3,0
18260,大众,24.5,39.07,4.63,34,大同,0,0,1,1,60,1,0,0,0,3,0
18261,奔驰,25.0,37.2,2.32,14,云浮,0,0,1,0,60,1,0,1,0,3,0
18262,特斯拉,23.0,43.9,4.87,38,深圳,0,0,1,0,30,1,0,1,0,3,0
18263,福特,23.18,43.83,3.27,39,西安,0,0,1,1,30,1,1,0,0,3,2
18264,克莱斯勒,23.0,53.94,14.62,48,深圳,0,0,1,0,60,1,0,1,0,2,4
18265,奥迪,23.5,72.51,11.07,84,扬州,0,0,1,1,30,1,0,0,0,3,0
18266,丰田,25.0,32.33,4.49,59,临沂,0,0,1,0,30,1,0,1,0,3,2
18267,捷豹,25.0,44.05,3.74,31,沈阳,0,0,1,0,30,1,0,1,0,3,3
18268,奥迪,24.0,45.99,3.56,44,天津,0,0,1,1,30,1,0,0,0,3,0
18269,福特,23.5,65.11,14.9,66,大连,0,0,1,0,60,1,0,1,0,3,0
18270,雷克萨斯,23.28,38.43,10.69,66,重庆,0,0,1,1,30,1,1,0,0,3,0
18271,宝马,25.0,132.81,23.5,106,北京,0,1,1,0,30,1,1,1,0,1,10
18272,凯迪拉克,23.98,32.53,3.06,20,成都,0,0,1,0,60,1,0,1,0,3,3
18273,凯迪拉克,24.98,53.18,5.47,53,成都,0,0,1,0,60,1,0,1,0,3,2
18274,宝马,23.8,97.8,9.76,101,成都,0,0,1,0,30,1,1,1,0,3,0
18275,奥迪,23.0,98.0,15.41,96,成都,0,1,1,2,60,1,1,0,0,1,9
18276,奥迪,23.0,45.99,5.31,47,成都,0,0,1,0,30,1,0,1,0,3,0
18277,本田,23.0,28.96,1.93,39,郑州,0,0,1,0,60,1,1,1,0,3,0
18278,Jeep,23.0,57.52,10.5,48,合肥,0,0,1,0,30,1,1,1,0,3,0
18279,奔驰,25.0,86.73,15.84,115,北京,0,1,1,3,30,0,0,0,0,1,9
18280,雷克萨斯,23.0,34.52,3.77,54,大连,0,0,1,0,30,1,0,1,0,3,0
18281,福特,25.0,35.8,2.15,21,肇庆,0,0,1,0,30,1,0,1,0,3,2
18282,奥迪,23.5,45.46,8.47,55,齐齐哈尔,0,0,1,1,30,1,1,0,0,3,2
18283,路虎,23.0,43.94,3.97,52,北京,0,0,1,0,30,1,1,1,0,3,0
18284,奔驰,23.0,83.36,14.8,127,温州,0,1,1,0,60,1,0,1,0,3,5
18285,本田,23.0,30.37,0.86,20,昆明,0,0,1,0,60,0,0,1,0,3,0
18286,捷豹,23.0,48.17,8.95,40,攀枝花,0,0,1,0,30,0,0,1,0,2,3
18287,保时捷,25.0,76.42,10.82,139,福州,0,1,1,0,30,1,1,1,0,1,12
18288,英菲尼迪,23.2,38.08,8.87,35,惠州,0,0,1,1,60,1,0,0,0,3,2
18289,捷豹,23.0,68.17,5.35,62,北京,0,0,1,1,30,1,0,0,0,3,0
18290,宝马,24.8,36.88,3.02,36,呼和浩特,0,0,1,0,60,1,0,1,0,3,3
18291,奔驰,24.6,34.29,2.61,14,广州,0,0,1,0,30,1,0,1,0,3,1
18292,丰田,24.0,32.54,4.22,44,北京,0,0,1,0,60,1,0,1,0,3,0
18293,路虎,23.0,43.94,4.54,52,北京,0,0,1,0,30,1,1,1,0,3,0
18294,奔驰,23.0,42.98,9.31,59,重庆,0,0,1,1,60,1,0,0,0,2,2
18295,奥迪,25.0,45.35,5.74,47,连云港,0,0,1,1,60,1,1,0,0,2,4
18296,宝马,23.3,50.65,8.36,72,湖州,0,0,1,1,60,0,1,0,0,3,0
18297,宝马,24.8,54.23,10.06,86,沈阳,0,0,1,1,30,0,0,0,0,3,0
18298,奥迪,24.0,36.45,1.78,26,广州,0,0,1,0,30,1,0,1,0,3,1
18299,哈弗,23.98,29.61,2.56,21,成都,0,0,1,0,30,1,1,1,0,3,0
18300,奔驰,23.5,50.8,8.62,87,成都,0,0,1,0,60,1,0,1,0,3,1
18301,本田,24.5,30.37,2.45,24,青岛,0,0,1,1,60,0,1,0,0,3,0
18302,Jeep,25.0,73.37,13.14,88,合肥,0,0,1,0,30,1,0,1,0,3,0
18303,福特,25.0,61.87,10.55,96,成都,0,1,1,1,30,1,1,0,0,3,1
18304,大众,24.0,29.07,0.25,48,合肥,0,0,1,0,30,1,1,1,1,3,0
18305,Jeep,25.0,51.01,10.54,113,福州,0,1,1,0,30,1,0,1,0,3,0
18306,宝马,23.0,50.65,10.88,70,沈阳,0,0,1,0,30,1,1,1,0,3,4
18307,奥迪,25.0,41.55,4.54,41,许昌,0,0,1,0,30,1,0,1,0,1,5
18308,MINI,23.0,24.17,0.1,60,廊坊,0,0,1,0,30,1,1,1,1,3,0
18309,丰田,24.5,74.77,23.54,137,西安,0,1,1,1,30,1,1,0,0,1,10
18310,大众,24.5,46.56,3.12,46,郑州,0,0,1,1,30,1,1,0,0,3,3
18311,奔驰,25.0,36.16,4.28,37,天津,0,0,1,0,30,1,0,1,0,3,0
18312,阿尔法·罗密欧,23.8,43.4,1.96,36,成都,0,0,1,0,30,1,0,1,0,3,0
18313,奔驰,23.0,50.8,7.03,86,郑州,0,0,1,1,30,1,0,0,0,3,5
18314,宝马,23.1,36.88,1.04,108,连云港,0,0,1,0,30,1,0,1,1,3,0
18315,宝马,24.0,47.28,6.11,60,长春,0,0,1,3,30,1,0,0,0,3,0
18316,大众,24.0,47.64,9.36,52,郑州,0,0,1,0,60,1,1,1,0,3,0
18317,丰田,24.0,32.54,7.49,41,南京,0,0,1,0,30,1,0,1,0,3,0
18318,雷克萨斯,23.8,53.08,5.0,95,武汉,0,0,1,0,30,0,0,1,0,3,2
18319,雷克萨斯,25.0,43.53,4.65,81,昆明,0,1,1,2,30,0,0,0,0,1,11
18320,宝马,23.5,54.23,6.64,64,上海,0,0,1,0,30,1,0,1,0,3,0
18321,奔驰,24.5,31.57,1.98,108,武汉,0,0,1,0,30,0,0,1,1,3,1
18322,本田,23.58,33.63,9.3,49,苏州,0,0,1,2,30,1,0,0,0,3,0
18323,奔驰,24.5,48.3,7.94,65,潍坊,0,0,1,0,30,0,0,1,0,1,8
18324,奔驰,24.0,32.41,2.47,21,沈阳,0,0,1,0,30,1,0,1,0,3,0
18325,奔驰,25.0,157.18,13.45,121,沈阳,0,1,1,1,30,0,0,0,0,2,5
18326,奔驰,25.0,33.24,0.77,20,南京,0,0,1,0,30,0,0,1,0,3,0
18327,雷克萨斯,24.5,36.36,5.58,47,广州,0,0,1,0,30,1,0,1,0,3,2
18328,哈弗,23.0,27.77,6.83,29,北京,0,0,1,0,15,1,1,1,0,1,10
18329,奔驰,23.8,38.4,7.76,52,成都,0,0,1,1,30,0,1,0,0,2,2
18330,宝马,23.0,103.77,19.56,90,南京,0,0,1,0,30,1,0,1,0,1,8
18331,宝马,23.0,34.39,4.68,41,天津,0,0,1,0,15,0,0,1,0,2,4
18332,奔驰,25.0,36.16,4.06,36,郑州,0,0,1,1,30,0,0,0,0,3,1
18333,比亚迪,24.0,29.67,1.54,132,天津,0,0,1,0,30,1,0,1,1,3,0
18334,保时捷,24.0,100.08,33.96,120,成都,0,1,1,1,30,1,0,0,0,1,8
18335,奥迪,25.0,80.61,12.73,98,沈阳,0,1,1,2,30,1,0,0,0,1,12
18336,宝马,25.0,39.06,2.53,43,广州,0,0,1,0,30,1,0,1,0,3,0
18337,奔驰,25.0,34.7,1.89,19,宁波,0,0,1,0,30,1,1,1,0,3,0
18338,奥迪,23.0,126.46,9.92,119,潍坊,0,1,1,1,30,0,0,0,0,2,3
18339,奔驰,25.0,48.3,6.54,61,沈阳,0,0,1,1,30,0,0,0,0,2,1
18340,本田,24.68,33.63,6.27,65,哈尔滨,0,0,1,0,30,0,0,1,0,3,0
18341,别克,23.5,31.47,6.6,34,郑州,0,0,1,3,30,1,1,0,0,3,2
18342,丰田,23.8,31.46,4.78,30,武汉,0,0,1,0,30,0,0,1,0,3,0
18343,宝马,23.5,54.23,6.39,81,成都,0,1,1,0,15,0,0,1,0,3,2
18344,丰田,25.0,68.38,17.93,158,青岛,0,1,1,0,30,0,0,1,0,1,6
18345,奔驰,24.8,74.46,9.21,70,深圳,0,0,1,0,30,1,0,1,0,3,2
18346,三菱,24.5,42.31,7.68,41,郑州,0,0,1,0,30,1,0,1,0,2,3
18347,沃尔沃,24.0,43.73,4.07,45,绵阳,0,0,1,0,30,1,0,1,0,3,2
18348,Jeep,23.6,49.88,16.35,73,鄂州,0,0,1,0,30,1,0,1,0,3,0
18349,宝马,23.0,74.68,23.88,65,南京,0,0,1,1,30,1,0,0,0,3,3
18350,雷克萨斯,23.0,38.43,9.83,78,珠海,0,1,1,0,30,1,0,1,0,3,0
18351,三菱,24.0,50.8,8.63,85,沈阳,0,0,1,1,30,0,0,0,0,3,0
18352,斯巴鲁,25.0,29.72,3.27,35,东莞,0,0,0,2,30,1,0,0,0,3,0
18353,奔驰,24.5,41.55,4.19,60,临沂,0,0,1,0,3,1,1,1,0,1,8
18354,福特,23.98,49.91,5.75,31,成都,0,0,1,0,3,1,1,1,0,3,5
18355,奥迪,23.0,36.45,2.66,38,上海,0,0,1,0,120,1,1,1,0,2,3
18356,宝马,23.5,36.88,3.72,33,上海,0,0,1,0,3,1,0,1,0,2,3
18357,奥迪,25.0,80.61,12.27,84,北京,0,0,1,2,3,1,0,0,0,1,10
18358,奔驰,24.8,158.26,9.78,137,沈阳,0,1,1,0,3,0,0,1,0,3,0
18359,路虎,23.6,103.34,22.28,118,昆明,0,1,1,0,3,1,0,1,0,3,2
18360,奥迪,23.0,48.68,10.8,73,南阳,0,0,1,0,120,1,1,1,0,3,0
18361,雷克萨斯,23.5,30.28,2.93,62,廊坊,0,0,1,0,3,1,1,1,0,3,1
18362,宝马,24.5,54.23,9.5,98,日照,0,0,1,8,120,1,0,0,0,3,2
18363,丰田,23.38,32.0,8.4,56,湛江,0,0,1,3,120,1,0,0,0,3,0
18364,奔驰,25.0,46.57,8.31,69,苏州,0,1,1,0,3,0,0,1,0,3,0
18365,宝马,24.58,45.7,9.06,68,郑州,0,0,1,0,120,1,0,1,0,3,1
18366,凯迪拉克,25.0,32.53,0.55,132,昆明,0,0,1,0,3,1,0,1,1,3,0
18367,奥迪,25.0,47.63,8.41,58,苏州,0,0,1,0,7,1,0,1,0,1,8
18368,宝马,23.0,36.88,8.01,40,重庆,0,0,1,0,7,0,0,1,0,1,6
18369,奥迪,23.5,46.62,10.97,87,郑州,0,1,1,1,120,1,0,0,0,1,13
18370,福特,25.0,43.4,7.75,66,北京,0,0,1,0,1,0,0,1,0,3,1
18371,大众,23.0,37.98,5.31,30,重庆,0,0,1,0,15,0,1,1,0,3,1
18372,沃尔沃,24.0,42.43,3.77,32,重庆,0,0,1,0,7,1,0,1,0,2,2
18373,大众,23.58,39.07,5.75,38,成都,0,0,1,0,15,0,0,1,0,3,1
18374,宝马,23.98,33.63,0.79,15,青岛,0,0,1,0,7,0,0,1,0,3,0
18375,丰田,23.5,54.16,14.53,114,苏州,0,1,1,0,3,1,0,1,0,1,10
18376,别克,24.3,28.1,2.86,15,沈阳,0,0,1,1,7,1,1,0,0,3,0
18377,雷克萨斯,23.0,32.8,5.41,23,成都,0,0,1,0,15,0,0,1,0,2,5
18378,奥迪,23.8,45.46,13.84,61,北京,0,0,1,0,7,1,0,1,0,3,0
18379,讴歌,25.0,86.29,13.24,96,成都,0,1,1,0,3,1,0,1,0,3,2
18380,奔驰,23.8,100.95,12.25,105,郑州,0,1,1,4,3,0,0,0,0,1,6
18381,宝马,25.0,54.23,7.76,65,临沂,0,0,1,2,3,1,0,0,0,3,2
18382,宝马,25.0,50.65,11.38,84,嘉兴,0,0,1,0,3,1,1,1,0,3,4
18383,奥迪,23.0,36.45,6.59,41,重庆,0,0,1,0,3,0,0,1,0,3,1
18384,别克,25.0,31.47,7.93,36,沈阳,0,0,1,0,3,1,0,1,0,3,1
18385,凯迪拉克,24.2,65.12,13.13,70,成都,0,0,1,1,7,0,0,0,0,1,12
18386,奥迪,25.0,30.53,0.12,72,上海,0,0,1,0,3,1,0,1,1,3,0
18387,丰田,24.0,32.54,7.74,31,郑州,0,0,1,1,120,1,0,0,0,1,9
18388,本田,24.3,30.37,0.59,12,宁波,0,0,1,0,7,0,0,1,0,3,1
18389,别克,23.0,32.55,2.03,132,合肥,0,0,1,0,3,1,0,1,0,3,0
18390,宝马,25.0,54.23,8.63,84,北海,0,0,1,1,120,1,0,0,0,3,0
18391,宝马,24.5,47.28,10.16,73,郑州,0,1,1,3,120,1,0,0,0,1,8
18392,宝马,25.0,60.74,6.49,107,成都,0,1,1,0,7,0,0,1,0,3,1
18393,宝马,23.0,59.68,10.12,67,贵阳,0,1,1,0,3,0,0,1,0,1,7
18394,英菲尼迪,23.5,67.08,5.65,73,北京,0,0,1,0,3,1,0,1,0,3,1
18395,雷克萨斯,23.0,54.16,6.01,75,天津,0,0,1,1,3,0,0,0,0,3,2
18396,丰田,23.8,32.33,8.81,56,天津,0,0,1,1,120,1,0,0,0,3,1
18397,坦克,23.28,23.21,0.31,24,郑州,0,0,1,0,3,1,0,1,1,3,0
18398,英菲尼迪,23.18,52.08,5.03,58,深圳,0,0,1,0,7,1,1,1,0,3,0
18399,奔驰,24.0,36.58,5.57,39,天津,0,0,1,1,7,1,1,0,0,2,2
18400,雷克萨斯,23.68,30.28,5.6,61,郑州,0,0,1,1,120,1,0,0,0,3,1
18401,本田,23.7,31.78,3.98,35,银川,0,0,1,1,15,1,0,0,0,3,0
18402,路虎,25.0,187.57,10.87,117,北京,0,1,1,5,3,1,0,0,0,3,5
18403,宝马,23.0,49.93,7.67,93,廊坊,0,1,1,0,7,1,1,1,0,3,0
18404,宝马,25.0,34.62,2.14,22,昆明,0,0,1,0,7,0,0,1,0,3,0
18405,丰田,23.0,67.08,6.19,106,北京,0,1,1,0,7,1,0,1,0,3,2
18406,宝马,23.0,54.23,5.0,85,北京,0,0,1,1,7,1,1,0,0,3,2
18407,奔驰,23.0,32.93,4.22,41,合肥,0,0,1,0,7,0,0,1,0,3,1
18408,Jeep,23.0,74.89,8.93,64,惠州,0,1,1,0,7,1,1,1,0,3,2
18409,宝马,23.5,49.06,7.17,56,嘉兴,0,0,1,1,7,1,1,0,0,3,0
18410,特斯拉,23.2,70.18,4.97,77,北京,0,0,1,3,7,0,0,0,0,3,4
18411,本田,23.8,30.37,2.93,22,佛山,0,0,1,1,7,1,0,0,0,3,0
18412,宝马,24.0,54.49,7.57,57,沈阳,0,0,1,0,7,1,1,1,0,3,0
18413,奔驰,23.2,32.41,1.72,32,青岛,0,0,1,0,7,1,0,1,0,3,0
18414,宝马,24.0,39.06,2.86,57,廊坊,0,0,1,0,7,1,0,1,0,3,0
18415,特斯拉,23.0,27.81,0.61,12,深圳,0,0,1,0,30,1,0,1,1,3,0
18416,福特,23.5,43.07,4.72,55,成都,0,0,1,0,7,1,1,1,0,3,0
18417,宝马,25.0,54.49,7.26,81,北京,0,0,1,0,7,1,0,1,0,3,2
18418,宝马,23.0,59.77,11.98,89,长春,0,1,1,0,30,1,0,1,0,3,0
18419,三菱,24.8,31.46,2.15,18,武汉,0,0,1,0,7,1,0,1,0,3,1
18420,日产,24.5,50.8,13.24,69,沈阳,0,1,1,0,30,1,1,1,0,3,2
18421,林肯,25.0,44.37,3.6,36,济宁,0,0,1,1,7,1,0,0,0,3,0
18422,奔驰,23.2,32.93,2.7,23,东莞,0,0,1,0,30,1,0,1,0,3,1
18423,奔驰,24.0,36.58,4.45,41,佛山,0,0,1,0,7,1,0,1,0,3,3
18424,雷克萨斯,23.0,30.28,4.13,60,沈阳,0,0,1,1,7,0,0,0,0,3,0
18425,奔驰,23.0,41.55,4.62,67,重庆,0,0,1,0,30,1,1,1,0,3,2
18426,丰田,25.0,33.3,7.89,45,无锡,0,0,1,0,7,1,1,1,0,3,0
18427,路虎,23.18,48.06,7.15,47,成都,0,0,1,0,30,1,1,1,0,3,0
18428,比亚迪,23.0,24.59,0.37,24,宁波,0,0,1,0,7,1,1,1,1,3,0
18429,奔驰,24.0,112.67,11.47,105,长春,1,1,1,0,30,1,0,1,0,2,5
18430,宝马,23.0,101.33,12.85,113,大连,0,1,1,1,30,0,0,0,0,3,0
18431,奥迪,23.98,34.6,1.75,19,南宁,0,0,1,0,7,1,0,1,0,3,5
18432,奔驰,23.0,36.16,6.62,32,沈阳,0,0,1,0,30,1,0,1,0,2,2
18433,丰田,25.0,32.54,2.61,40,青岛,0,0,1,0,30,0,0,1,0,2,3
18434,宝马,25.0,45.57,4.29,57,沈阳,0,0,1,0,30,1,0,1,0,3,0
18435,特斯拉,23.0,26.25,1.24,72,成都,0,0,1,0,30,1,0,1,1,3,0
18436,奔驰,23.0,59.57,15.6,56,苏州,0,0,1,0,7,1,1,1,0,3,2
18437,凯迪拉克,23.5,43.39,3.61,31,合肥,0,0,1,0,7,1,0,1,0,3,0
18438,凯迪拉克,23.8,37.96,2.94,35,连云港,0,0,1,0,7,1,1,1,0,3,0
18439,雷克萨斯,23.5,32.35,2.54,41,唐山,0,0,1,0,30,0,1,1,0,3,2
18440,本田,24.7,32.0,2.78,22,七台河,0,0,1,0,7,0,0,1,0,3,0
18441,大众,24.8,37.98,9.71,31,苏州,0,0,1,1,7,1,0,0,0,3,0
18442,沃尔沃,23.0,43.73,3.76,33,南京,0,0,1,0,30,0,0,1,0,3,0
18443,大众,23.38,27.82,1.31,72,成都,0,0,1,0,30,1,0,1,1,3,0
18444,小鹏,23.8,29.5,1.25,108,深圳,0,0,1,0,30,1,1,1,1,1,6
18445,宝马,24.0,54.23,8.0,69,沈阳,0,0,1,0,7,1,0,1,0,1,6
18446,奔驰,24.0,48.52,11.62,49,南京,0,0,1,0,30,1,0,1,0,3,3
18447,雷克萨斯,24.0,43.2,7.38,67,深圳,0,0,1,0,7,1,1,1,0,2,5
18448,丰田,23.0,32.0,13.79,68,宁波,0,0,1,0,30,1,1,1,0,3,0
18449,宝马,23.0,35.15,5.64,53,扬州,0,0,1,0,30,1,0,1,0,2,2
18450,宝马,23.98,36.88,5.02,39,成都,0,0,1,0,30,1,1,1,0,3,0
18451,福特,25.0,51.0,10.26,58,北京,0,0,1,0,7,1,0,1,0,1,8
18452,宝马,23.98,34.62,5.56,20,桂林,0,0,1,0,7,1,0,1,0,3,0
18453,三菱,24.6,63.83,4.87,46,温州,0,0,1,0,30,1,0,1,0,3,0
18454,捷豹,23.2,59.48,6.95,65,宁波,0,0,1,0,30,1,0,1,0,3,0
18455,别克,24.2,31.47,5.45,34,郑州,0,0,1,1,30,0,0,0,0,2,2
18456,宝马,23.0,53.17,6.26,69,北京,0,0,1,2,30,1,0,0,0,1,11
18457,奔驰,23.5,46.57,5.99,63,无锡,0,0,1,0,30,1,1,1,0,3,3
18458,宝马,23.0,50.65,7.52,65,湘潭,0,0,1,2,30,1,0,0,0,1,7
18459,奥迪,24.0,36.45,2.22,33,白银,0,0,1,0,30,1,0,1,0,3,0
18460,宝马,25.0,54.49,8.36,55,北京,0,0,1,0,60,1,0,1,0,3,2
18461,宝马,23.8,97.48,16.5,124,汕头,0,1,1,0,120,0,0,1,0,3,4
18462,大众,24.99,39.07,7.38,31,商丘,0,0,1,1,30,1,0,0,0,3,0
18463,宝马,24.5,122.44,17.87,124,聊城,0,1,1,1,120,1,0,0,0,3,1
18464,丰田,24.5,37.21,4.35,75,乌鲁木齐,0,0,1,3,120,1,0,0,0,3,1
18465,Jeep,25.0,66.2,4.09,77,青岛,0,0,1,0,30,0,1,1,0,2,4
18466,奥迪,23.8,36.45,7.07,33,成都,0,0,1,1,30,1,1,0,0,3,0
18467,奥迪,24.0,32.65,2.4,33,廊坊,0,0,1,0,120,1,0,1,0,3,0
18468,奔驰,25.0,46.57,3.61,77,南阳,0,0,1,0,120,1,1,1,0,3,0
18469,捷豹,24.1,109.42,5.69,106,贵阳,0,1,1,1,120,1,0,0,0,3,0
18470,奔驰,23.8,34.39,6.14,47,济南,0,0,1,0,120,1,0,1,0,3,1
18471,捷豹,24.5,49.37,5.82,49,廊坊,0,0,1,1,120,1,0,0,0,3,0
18472,坦克,24.0,23.21,0.79,132,绵阳,0,0,1,0,120,0,0,1,1,3,0
18473,奥迪,25.0,46.41,8.64,56,承德,0,0,1,0,120,1,0,1,0,3,0
18474,奥迪,23.3,32.87,2.44,12,宁波,0,0,1,0,30,0,0,1,0,3,0
18475,奔驰,25.0,48.3,11.05,62,常州,0,0,1,0,30,1,1,1,0,3,0
18476,凯迪拉克,23.0,41.24,5.03,36,青岛,0,0,1,1,120,0,0,0,0,3,1
18477,大众,23.0,97.61,14.46,99,太原,0,0,1,2,120,0,0,0,0,1,7
18478,路虎,24.0,40.68,6.66,51,银川,0,1,1,0,120,1,1,1,0,3,3
18479,坦克,24.8,23.21,0.01,96,宜春,0,0,1,0,120,1,1,1,1,3,0
18480,别克,25.0,31.47,5.54,34,北海,0,0,1,0,120,1,1,1,0,3,1
18481,宝马,23.7,45.7,6.45,57,阜阳,0,0,1,3,120,1,0,0,0,2,2
18482,路虎,25.0,99.65,12.36,130,乐山,0,1,1,0,30,0,0,1,0,1,6
18483,奔驰,25.0,52.97,7.63,64,武汉,0,0,1,2,30,1,0,0,0,1,11
18484,别克,23.5,28.1,3.05,24,开封,0,0,1,0,120,1,0,1,0,3,0
18485,奥迪,23.8,32.65,3.19,37,宿州,0,0,1,2,120,1,0,0,0,3,0
18486,宝马,25.0,36.88,2.02,40,廊坊,0,0,1,0,120,1,0,1,0,3,0
18487,奔驰,24.98,38.08,4.39,44,成都,0,0,1,0,30,1,1,1,0,3,0
18488,坦克,24.0,23.21,0.19,84,济南,0,0,1,0,120,1,0,1,1,3,0
18489,本田,23.5,29.94,4.94,43,北海,0,0,1,0,120,1,1,1,0,3,0
18490,坦克,25.0,23.21,2.24,13,深圳,0,0,1,0,30,1,1,1,0,3,3
18491,丰田,23.6,35.91,11.66,59,贵阳,0,0,1,0,120,0,0,1,0,3,1
18492,雷克萨斯,25.0,35.28,10.44,51,北京,0,0,1,2,30,1,0,0,0,3,0
18493,本田,23.0,29.94,2.91,51,芜湖,0,0,1,0,120,1,0,1,0,3,2
18494,宝马,24.0,36.88,3.13,38,常德,0,0,1,1,120,0,0,0,0,3,0
18495,坦克,24.0,23.21,0.13,96,自贡,0,0,1,0,120,1,0,1,1,3,0
18496,奔驰,23.5,38.4,3.54,59,嘉兴,0,0,1,0,120,1,1,1,0,3,0
18497,奥迪,24.0,132.97,10.36,118,杭州,0,1,1,0,120,1,1,1,0,3,4
18498,本田,23.5,29.94,6.66,44,廊坊,0,0,1,0,120,1,0,1,0,3,0
18499,宝马,23.2,45.57,7.82,46,成都,0,0,1,1,30,1,1,0,0,3,0
18500,奔驰,23.5,57.53,9.6,85,珠海,0,0,1,1,120,1,0,0,0,3,1
18501,奔驰,25.0,50.8,6.76,77,郑州,0,0,1,0,30,1,0,1,0,3,0
18502,福特,24.88,43.07,4.21,41,哈尔滨,0,0,1,0,120,0,0,1,0,3,0
18503,宝马,25.0,53.17,13.13,71,廊坊,0,0,1,0,120,1,1,1,0,3,1
